"Authors","Title","Year","Source title","Link","Abstract"
"Zhang J.; Yang C.","IcaGCN: Model Intents via Coactivated Graph Convolution Network for Recommendation","2023","IEEE Access","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85153798464&doi=10.1109%2fACCESS.2023.3268616&partnerID=40&md5=0eeed5b27b6261a5754eb5dcff7853e4","In this era of information overload, to better provide personalized content services to users, recommendation systems have greatly improved the efficiency of information distribution. Graph Convolution Network(GCN), which is one of the representative works of graph structure aggregation processing, works by node convolution with the help of the Laplacian matrix of the graph and weighted combination of neighbor node information according to the outgoing and incoming degrees of neighbor nodes to obtain the representation of the current node. However, the mainstream GCN models nowadays do not take into account data augmentation of metadata and the fact that each node plays different roles with different importance and weights, thus making the recommendation performance limited. To better solve the above problems, we propose the IcaGCN model, which can perform data augmentation and calculate node weights in modules, and is a convenient plug-and-play method. Finally, extensive experimental results on four real-world datasets have shown the effectiveness and robustness of the proposed model. Especially on the Amazon-Book dataset, our IcaGCN has improved by 6.32%, 42.29%, and 12.38% in Recall@20, MRR@20, and NDCG@20, respectively, compared to other existing state-of-the-art models. We also provide source code and data to reproduce the experimental results available at https://github.com/PersonZ1223/IcaGCN.git  © 2013 IEEE."
"Pan Z.; Chen H.","Efficient graph collaborative filtering via contrastive learning","2021","Sensors","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109063136&doi=10.3390%2fs21144666&partnerID=40&md5=1a8f66b9e2fd9e0df0a86419de7bfb1c","Collaborative filtering (CF) aims to make recommendations for users by detecting user’s preference from the historical user–item interactions. Existing graph neural networks (GNN) based methods achieve satisfactory performance by exploiting the high-order connectivity between users and items, however they suffer from the poor training efficiency problem and easily introduce bias for information propagation. Moreover, the widely applied Bayesian personalized ranking (BPR) loss is insufficient to provide supervision signals for training due to the extremely sparse observed interactions. To deal with the above issues, we propose the Efficient Graph Collaborative Filtering (EGCF) method. Specifically, EGCF adopts merely one-layer graph convolution to model the collaborative signal for users and items from the first-order neighbors in the user–item interactions. Moreover, we introduce contrastive learning to enhance the representation learning of users and items by deriving the self-supervisions, which is jointly trained with the supervised learning. Extensive experiments are conducted on two benchmark datasets, i.e., Yelp2018 and Amazon-book, and the experimental results demonstrate that EGCF can achieve the state-of-the-art performance in terms of Recall and normalized discounted cumulative gain (NDCG), especially on ranking the target items at right positions. In addition, EGCF shows obvious advantages in the training efficiency compared with the competitive baselines, making it practicable for potential applications. © 2021 by the authors. Licensee MDPI, Basel, Switzerland."
"Kannan R.; Ishteva M.; Drake M.; Park H.","Bounded matrix low rank approximation","2015","Non-negative Matrix Factorization Techniques: Advances in Theory and Applications","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84956645580&doi=10.1007%2f978-3-662-48331-2_4&partnerID=40&md5=5c5b6becf191727b950fdb5f723c3bd3","Lowrank approximation is the problem of finding twomatrices P ∈ Rm×k and Q ∈ Rk×n for input matrix R ∈ Rm×n, such that R ≈ PQ. It is common in recommender systems rating matrix, where the input matrix R is bounded in the closed interval [rmin, rmax] such as [1, 5]. In this chapter, we propose a new improved scalable low rank approximation algorithm for such bounded matrices called bounded matrix low rank approximation (BMA) that bounds every element of the approximation PQ. We also present an alternate formulation to bound existing recommender systems algorithms called BALS and discuss its convergence. Our experiments on real-world datasets illustrate that the proposed method BMA outperforms the stateof-the-art algorithms for recommender system such as stochastic gradient descent, alternating least squares with regularization, SVD++ and bias-SVD on real-world datasets such as Jester, Movielens, Book crossing, Online dating, and Netflix. © Springer-Verlag Berlin Heidelberg 2016. All rights reserved."
"Stratigi M.; Pitoura E.; Stefanidis K.","SQUIRREL: A framework for sequential group recommendations through reinforcement learning","2023","Information Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140884417&doi=10.1016%2fj.is.2022.102128&partnerID=40&md5=393965d9e3d4638127f82b83509f87b2","Nowadays, sequential recommendations are becoming more prevalent. A user expects the system to remember past interactions and not conduct each recommendation round as a stand-alone process. Additionally, group recommendation systems are more prominent since more and more people are able to form groups for activities. Subsequently, the data that a group recommendation system needs to consider becomes more complicated — historical data and feedback for each user, the items recommended and ultimately selected to and by the group, etc. This makes the selection of a group recommendation algorithm to be even more complex. In this work, we propose the SQUIRREL framework — SeQUentIal Recommendations with ReinforcEment Learning, a model that relies on reinforcement learning techniques to select the most appropriate group recommendation algorithm based on the current state of the group. At each round of recommendations, we calculate the satisfaction of each group member, how relevant each item in the group recommendation list is for each user, and based on this the model selects an action, that is, a recommendation algorithm out of a predefined set that will produce the maximum reward. We present a sample of methods that can be used; however, the model is able to be further configured with additional actions, different definitions of rewards or states. We perform experiments on three real world datasets, 20M MovieLens, GoodReads and Amazon, and show that SQUIRREL is able to outperform all the individual recommendation methods used in the action set, by correctly identifying the recommendation algorithm that maximizes the reward function utilized. © 2022 The Author(s)"
"Paun I.; Moshfeghi Y.; Ntarmos N.","Are we there yet? Estimating Training Time for Recommendation Systems","2021","Proceedings of the 1st Workshop on Machine Learning and Systems, EuroMLSys 2021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106008091&doi=10.1145%2f3437984.3458832&partnerID=40&md5=903a7275ec79792d0a271f1a755e36b2","Recommendation systems (RS) are a key component of modern commercial platforms, with Collaborative Filtering (CF) based RSs being the centrepiece. Relevant research has long focused on measuring and improving the effectiveness of such CF systems, but alas their efficiency - especially with regards to their time- and resource-consuming training phase - has received little to no attention. This work is a first step in the direction of addressing this gap. To do so, we first perform a methodical study of the computational complexity of the training phase for a number of highly popular CF-based RSs, including approaches based on matrix factorisation, k-nearest neighbours, co-clustering, and slope one schemes. Based on this, we then build a simple yet effective predictor that, given a small sample of a dataset, is able to predict training times over the complete dataset. Our systematic experimental evaluation shows that our approach outperforms state-of-the-art regression schemes by a considerable margin.  © 2021 ACM."
"Hu Y.; LeBlanc Z.; Diesner J.; Underwood T.; Layne-Worthey G.; Downie J.S.","Complexities of leveraging user-generated book reviews for scholarly research: transiency, power dynamics, and cultural dependency","2024","International Journal on Digital Libraries","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166315253&doi=10.1007%2fs00799-023-00376-z&partnerID=40&md5=97af59395790e421747ff07d44ca0467","In the past two decades, digital libraries (DL) have increasingly supported computational studies of digitized books (Jett et al. The hathitrust research center extracted features dataset (2.0), 2020; Underwood, Distant horizons: digital evidence and literary change, University of Chicago Press, Chicago, 2019; Organisciak et al. J Assoc Inf Sci Technol 73:317–332, 2022; Michel et al. Science 331:176–182, 2011). Nonetheless, there remains a dearth of DL data provisions or infrastructures for research on book reception, and user-generated book reviews have opened up unprecedented research opportunities in this area. However, insufficient attention has been paid to real-world complexities and limitations of using these datasets in scholarly research, which may cause analytical oversights (Crawford and Finn, Geo J 80:491–502, 2015), methodological pitfalls (Olteanu et al. Front Big Data 2:13, 2019), and ethical concerns (Hu et al. Research with user-generated book review data: legal and ethical pitfalls and contextualized mitigations, Springer, Berlin, 2023; Diesner and Chin, Gratis, libre, or something else? regulations and misassumptions related to working with publicly available text data, 2016). In this paper, we present three case studies that contextually and empirically investigate book reviews for their temporal, cultural, and socio-participatory complexities: (1) a longitudinal analysis of a ranked book list across ten years and over one month; (2) a text classification of 20,000 sponsored and 20,000 non-sponsored books reviews; and (3) a comparative analysis of 537 book ratings from Anglophone and non-Anglophone readerships. Our work reflects on both (1) data curation challenges that researchers may encounter (e.g., platform providers’ lack of bibliographic control) when studying book reviews and (2) mitigations that researchers might adopt to address these challenges (e.g., how to align data from various platforms). Taken together, our findings illustrate some of the sociotechnical complexities of working with user-generated book reviews by revealing the transiency, power dynamics, and cultural dependency in these datasets. This paper explores some of the limitations and challenges of using user-generated book reviews for scholarship and calls for critical and contextualized usage of user-generated book reviews in future scholarly research. © The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature 2023."
"Thelwall M.","Why are some websites researched more than others? A review of research into the global top twenty","2020","Profesional de la Informacion","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082040806&doi=10.3145%2fepi.2020.ene.01&partnerID=40&md5=c000a652c21e2aa19f6658b06babaaff","The web is central to the work and social lives of a substantial fraction of the world’s population, but the role of popular websites may not always be subject to academic scrutiny. This is a concern if social scientists are unable to understand an aspect of users’ daily lives because one or more major websites have been ignored. To test whether popular websites may be ignored in academia, this article assesses the volume and citation impact of research mentioning any of twenty major websites. The results are consistent with the user geographic base affecting research interest and citation impact. In addition, site affordances that are useful for research also influence academic interest. Because of the latter factor, however, it is not possible to estimate the extent of academic knowledge about a site from the number of publications that mention it. Nevertheless, the virtual absence of international research about some globally important Chinese and Russian websites is a serious limitation for those seeking to understand reasons for their web success, the markets they serve or the users that spend time on them. The sites investigated were Google, YouTube, Facebook, Baidu, Wikipedia, QQ, Tmall, Taobao, Yahoo, Amazon, Twitter, Sohu, Live, VK, JD, Instagram, Sina, Weibo, Yandex, and 360. © 2020, El Profesional de la Informacion. All rights reserved."
"Ekstrand M.D.; Das A.; Burke R.; Diaz F.","Fairness in Information Access Systems","2022","Foundations and Trends in Information Retrieval","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134161155&doi=10.1561%2f1500000079&partnerID=40&md5=0554650e0e64844a35817fe021002e91","Recommendation, information retrieval, and other information access systems pose unique challenges for investigating and applying the fairness and non-discrimination concepts that have been developed for studying other machine learning systems. While fair information access shares many commonalities with fair classification, there are important differences: the multistakeholder nature of information access applications, the rank-based problem setting, the centrality of personalization in many cases, and the role of user response all complicate the problem of identifying precisely what types and operationalizations of fairness may be relevant. © 2022 M. D. Ekstrand et al."
"Sun P.; Wu L.; Zhang K.; Chen X.; Wang M.","Neighborhood-Enhanced Supervised Contrastive Learning for Collaborative Filtering","2024","IEEE Transactions on Knowledge and Data Engineering","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181558990&doi=10.1109%2fTKDE.2023.3317068&partnerID=40&md5=20172f2161b481c2e1c58def7640a6d7","While effective in recommendation tasks, collaborative filtering (CF) techniques face the challenge of data sparsity. Researchers have begun leveraging contrastive learning to introduce additional self-supervised signals to address this. However, this approach often unintentionally distances the target user/item from their collaborative neighbors, limiting its efficacy. In response, we propose a solution that treats the collaborative neighbors of the anchor node as positive samples within the final objective loss function. This paper focuses on developing two unique supervised contrastive loss functions that effectively combine supervision signals with contrastive loss. We analyze our proposed loss functions through the gradient lens, demonstrating that different positive samples simultaneously influence updating the anchor node’s embeddings. These samples’ impact depends on their similarities to the anchor node and the negative samples. Using the graph-based collaborative filtering model as our backbone and following the same data augmentation methods as the existing contrastive learning model SGL, we effectively enhance the performance of the recommendation model. Our proposed Neighborhood-Enhanced Supervised Contrastive Loss (NESCL) model substitutes the contrastive loss function in SGL with our novel loss function, showing marked performance improvement. On three real-world datasets, Yelp2018, Gowalla, and Amazon-Book, our model surpasses the original SGL by 10.09%, 7.09%, and 35.36% on NDCG@20, respectively. © 2023 IEEE."
"Hou L.; Liu K.; Liu J.","Navigated random walks on amazon book recommendation network","2018","Studies in Computational Intelligence","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85036659744&doi=10.1007%2f978-3-319-72150-7_75&partnerID=40&md5=5884bb4d32bed3a1a2abd47e20bf3dd7","Recommendation networks, where online objects such as books, songs, movies are connected to similar others via hyperlinks, have been considered of great significance for the system to distribute the web traffic, and for users to explore relevant information. However, where are the recommendation networks leading users to, and how efficient are they navigating users are still open questions. In this paper, we study the topology of, and user behaviours on a book recommendation network collected from Amazon based on a width-first search. A self-avoiding random walk model is applied to describe users’ surfing behaviour on such network. We show that the recommendation network tends to rapidly navigate users to very popular books, leading to the monopoly of traffic by these blockbusters. The niche books are therefore hidden in the dominance of the popular ones. As a consequence, the book recommendation network is found unable to quickly and accurately navigate users to their potential interests, especially these niche ones. © Springer International Publishing AG 2018."
"Kannan R.; Ishteva M.; Park H.","Bounded matrix low rank approximation","2012","Proceedings - IEEE International Conference on Data Mining, ICDM","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874025563&doi=10.1109%2fICDM.2012.131&partnerID=40&md5=47c29db877f18501a828fde11ae062bf","Matrix lower rank approximations such as nonnegative matrix factorization (NMF) have been successfully used to solve many data mining tasks. In this paper, we propose a new matrix lower rank approximation called Bounded Matrix Low Rank Approximation (BMA) which imposes a lower and an upper bound on every element of a lower rank matrix that best approximates a given matrix with missing elements. This new approximation models many real world problems, such as recommender systems, and performs better than other methods, such as singular value decompositions (SVD) or NMF. We present an efficient algorithm to solve BMA based on coordinate descent method. BMA is different from NMF as it imposes bounds on the approximation itself rather than on each of the low rank factors. We show that our algorithm is scalable for large matrices with missing elements on multi core systems with low memory. We present substantial experimental results illustrating that the proposed method outperforms the state of the art algorithms for recommender systems such as Stochastic Gradient Descent, Alternating Least Squares with regularization, SVD++, Bias-SVD on real world data sets such as Jester, Movielens, Book crossing, Online dating and Netflix. © 2012 IEEE."
"Yang X.; Liu Y.","Self-supervised Hypergraph Transformer with Alignment and Uniformity for Recommendation","2024","IAENG International Journal of Computer Science","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189469087&partnerID=40&md5=60da2cfc4f647f83c5235283e5194d5d","Graph neural networks have proven their effectiveness for user-item interaction graph collaborative filtering. However, most of the existing recommendation models highly depended on abundant and high-quality datasets and neglected the alignment and uniformity of embedding representation. The noisy and skewed distribution of data from real-world applications is ubiquitous. The alignment and uniformity are crucial for representation learning. In this paper, we propose SHTAU (self-supervised hypergraph transformer with alignment and uniformity for the recommendation) to address the problem. Specifically, we first perform a graph neural network on the user-item interaction graph, then captures the global collaboration relationship between users and items through the hypergraph transformer structure, and use the extracted global information to generate self-supervised signals for data enhancement on the user-item interaction graph to enhance the robustness of the recommendation algorithm. Simultaneously, alignment and uniformity auxiliary task update embeddings from different angles to improve performance. Extensive experiments are conducted on Yelp, Gowalla, MovieLens, Amazon-book and Tmall datasets. The experimental results show that SHTAU has obvious advantages over the baseline methods. © (2024), (International Association of Engineers). All Rights Reserved."
"Wang C.; Huang B.","The Use of Attentive Knowledge Graph Perceptual Propagation for Improving Recommendations","2023","Applied Sciences (Switzerland)","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85156147563&doi=10.3390%2fapp13084667&partnerID=40&md5=e874d05e71a593f8f67b7f3c851a58f4","Collaborative filtering (CF) usually suffers from data sparsity and cold starts. Knowledge graphs (KGs) are widely used to improve recommendation performance. To verify that knowledge graphs can further alleviate the above problems, this paper proposes an end-to-end framework that uses attentive knowledge graph perceptual propagation for recommendations (AKGP). This framework uses a knowledge graph as a source of auxiliary information to extract user–item interaction information and build a sub-knowledge base. The fusion of structural and contextual information is used to construct fine-grained knowledge graphs via knowledge graph embedding methods and to generate initial embedding representations. Through multi-layer propagation, the structured information and historical preference information are embedded into a unified vector space, and the potential user–item vector representation is expanded. This article used a knowledge perception attention module to achieve feature representation, and finally, the model was optimized using the stratified sampling joint learning method. Compared with the baseline model using MovieLens-1M, Last-FM, Book-Crossing and other data sets, the experimental results demonstrate that the model outperforms state-of-the-art KG-based recommendation methods, and the shortcomings of the existing model are improved. The model was applied to product design data and historical maintenance records provided by an automotive parts manufacturing company. The predictions of the recommended system are matched to the product requirements and possible failure records. This helped reduce costs and increase productivity, helping the company to quickly determine the cause of failures and reduce unplanned downtime. © 2023 by the authors."
"Davagdorj K.; Park K.H.; Ryu K.H.","A Collaborative Filtering Recommendation System for Rating Prediction","2020","Smart Innovation, Systems and Technologies","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069520362&doi=10.1007%2f978-981-13-9714-1_29&partnerID=40&md5=f83b556af9c4a7a2f367db7f1dd71cf9","Recommendation system is a subclass of information filtering system to help users find relevant items of interest from a large set of possible selections. Model-based collaborative filtering utilized the ratings of the user–item matrix dataset to generate a prediction. Essentially, this type of intelligent system plays a critical role in e-commerce, social network, and popular domains increasingly. In this research work, we present the comparison of the two widely used efficient techniques such as Biased Matrix Factorization and a regular Matrix Factorization, both using Stochastic Gradient Descent (SGD). We have conducted experiments on two real-world public datasets: Book Crossing and Movie Lens 100 K and evaluated by two metrics such as Root Mean Square Error (RMSE) and Mean Absolute Error (MAE). Our experiments demonstrated that Biased Matrix Factorization used SGD technique results in a substantial increase in recommendation accuracy for rating prediction in experimental both datasets. Compute with a regular Matrix Factorization technique, Biased Matrix Factorization produced the reduction of the RMSE by 25.78% and MAE by 19.69% for Book Crossing dataset and RMSE by 19.69% and MAE by 14.08% for Movie Lens 100 K dataset. As expected when comparing the results of different datasets, Biased Matrix Factorization using SGD materialize less prediction error. © 2020, Springer Nature Singapore Pte Ltd."
"Wang H.","Effective Visualization and Analysis of Recommender Systems","2022","2022 9th International Forum on Electrical Engineering and Automation, IFEEA 2022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149134680&doi=10.1109%2fIFEEA57288.2022.10038083&partnerID=40&md5=4498ac020aaeecbb31e0522676071ea1","Recommender system exists everywhere in the business world. From Goodreads to TikTok, customers of internet products become more addicted to the products thanks to the technology. Industrial practitioners focus on increasing the technical accuracy of recommender systems while at same time balancing other factors such as diversity and serendipity. In spite of the length of the research and development history of recommender systems, there has been little discussion on how to take advantage of visualization techniques to facilitate the algorithmic design of the technology. In this paper, we use a series of data analysis and visualization techniques such as Takens Embedding, Determinantal Point Process and Social Network Analysis to help people develop effective recommender systems by predicting intermediate computational cost and output performance. Our work is pioneering in the field, as to our limited knowledge, there have been few publications (if any) on visualization of recommender systems. © 2022 IEEE."
