Database,Relevant from Title/Abstract,Title,Authors,Venue,Year,Abstract,Link
Scopus,Yes,The Unfairness of Popularity Bias in Book Recommendation,Naghiaei M.; Rahmani H.A.; Dehghan M.,Communications in Computer and Information Science,2022.0,"Recent studies have shown that recommendation systems commonly suffer from popularity bias. Popularity bias refers to the problem that popular items (i.e., frequently rated items) are recommended frequently while less popular items are recommended rarely or not at all. Researchers adopted two approaches to examining popularity bias: (i) from the users’ perspective, by analyzing how far a recommendation system deviates from user’s expectations in receiving popular items, and (ii) by analyzing the amount of exposure that long-tail items receive, measured by overall catalog coverage and novelty. In this paper, we examine the first point of view in the book domain, although the findings may be applied to other domains as well. To this end, we analyze the well-known Book-Crossing dataset and define three user groups based on their tendency towards popular items (i.e., Niche, Diverse, Bestseller-focused). Further, we evaluate the performance of nine state-of-the-art recommendation algorithms and two baselines (i.e., Random, MostPop) from both the accuracy (e.g., NDCG, Precision, Recall) and popularity bias perspectives. Our results indicate that most state-of-the-art recommendation algorithms suffer from popularity bias in the book domain, and fail to meet users’ expectations with Niche and Diverse tastes despite having a larger profile size. Conversely, Bestseller-focused users are more likely to receive high-quality recommendations, both in terms of fairness and personalization. Furthermore, our study shows a tradeoff between personalization and unfairness of popularity bias in recommendation algorithms for users belonging to the Diverse and Bestseller groups, that is, algorithms with high capability of personalization suffer from the unfairness of popularity bias. Finally, across the models, our results show that WMF and VAECF can provide a higher quality recommendation when considering both accuracy and fairness perspectives. © 2022, The Author(s), under exclusive license to Springer Nature Switzerland AG.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134358321&doi=10.1007%2f978-3-031-09316-6_7&partnerID=40&md5=548f25798dbb919d482bf020f932d01b
Scopus,No,Bias and privacy in AI's cough-based COVID-19 recognition – Authors' reply,Coppock H.; Jones L.; Kiskin I.; Schuller B.,The Lancet Digital Health,2021.0,[No abstract available],https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119513443&doi=10.1016%2fS2589-7500%2821%2900233-8&partnerID=40&md5=c8094ee357e804fb25d2a61eb8d094f9
Scopus,No,I Recommend You to Read: XIII. Recent Books on the Comparative Study of Religion,Smart N.,The Expository Times,1968.0,[No abstract available],https://www.scopus.com/inward/record.uri?eid=2-s2.0-34447479187&doi=10.1177%2f001452466807900702&partnerID=40&md5=dda0a039ce1cf018e67d2eeb137b4019
Scopus,No,Authors' reply to 'comments on 'researcher bias: The use of machine learning in software defect prediction'',Shepperd M.; Hall T.; Bowes D.,IEEE Transactions on Software Engineering,2018.0,"In 2014 we published a meta-analysis of software defect prediction studies [1] . This suggested that the most important factor in determining results was Research Group, i.e., who conducts the experiment is more important than the classifier algorithms being investigated. A recent re-analysis [2] sought to argue that the effect is less strong than originally claimed since there is a relationship between Research Group and Dataset. In this response we show (i) the re-analysis is based on a small (21 percent) subset of our original data, (ii) using the same re-analysis approach with a larger subset shows that Research Group is more important than type of Classifier and (iii) however the data are analysed there is compelling evidence that who conducts the research has an effect on the results. This means that the problem of researcher bias remains. Addressing it should be seen as a matter of priority amongst those of us who conduct and publish experiments comparing the performance of competing software defect prediction systems. © 1976-2012 IEEE.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028922080&doi=10.1109%2fTSE.2017.2731308&partnerID=40&md5=7d3c7542dd61f132b7e7e29a83c2ff42
Scopus,Yes,Actionable Approaches to Promote Ethical AI in Libraries,Bubinger H.; Dinneen J.D.,Proceedings of the Association for Information Science and Technology,2021.0,"The widespread use of artificial intelligence (AI) in many domains has revealed numerous ethical issues from data and design to deployment. In response, countless broad principles and guidelines for ethical AI have been published, and following those, specific approaches have been proposed for how to encourage ethical outcomes of AI. Meanwhile, library and information services too are seeing an increase in the use of AI-powered and machine learning-powered information systems, but no practical guidance currently exists for libraries to plan for, evaluate, or audit the ethics of intended or deployed AI. We therefore report on several promising approaches for promoting ethical AI that can be adapted from other contexts to AI-powered information services and in different stages of the software lifecycle.  Annual Meeting of the Association for Information Science & Technology | Oct. 29 – Nov. 3, 2021 | Salt Lake City, UT. Author(s) retain copyright, but ASIS&T receives an exclusive publication license.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139980635&doi=10.1002%2fpra2.528&partnerID=40&md5=89bbdb8bb5d8983cf55d3b2c66682337
Scopus,No,I Recommend you to Read: III. Books on Philosophy of Religion (1951-1966),Jones B.E.,The Expository Times,1967.0,[No abstract available],https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970699879&doi=10.1177%2f001452466707800402&partnerID=40&md5=78ac08e690a81c2295972dea12077a11
Scopus,Yes,Libraries and artificial intelligence: The power of enhancing data ethics,Korosec M.R.,Handbook of Research on Knowledge and Organization Systems in Library and Information Science,2021.0,"Libraries are increasingly entering the digital age, and demands on them to offer more digital services are widening, with user expectations of ""remote or distant access,"" ""distant learning,"" and the use of other modern internet technologies. To this end, libraries must accelerate their use of technologies like AI, ""data mining,"" ""machine-readable data,"" ""machine-generated classification,"" ""semantic ontologies,"" and internet accessible catalogs and content because their aim should always be user benefit, user convenience, and user satisfaction. In this chapter, the author examines ways in which technologies and libraries are trying to fulfill their modern role and expectations of the modern user. Additionally, the author will examine how to strengthen data ethics in those particular fields of library use that most endanger the user's intellectual freedom on one side and his right to privacy on the other. One of the essential roles of modern libraries, in their new ""informational"" identity, will be as ""guardians of data ethics and intellectual freedom."" © 2021, IGI Global.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128438888&doi=10.4018%2f978-1-7998-7258-0.ch023&partnerID=40&md5=5c56c52856b21582737306bca2fa59dd
Scopus,No,A gender identification of Russian text author on base of multigenre data-driven approach using machine learning models,Sboev A.; Moloshnikov I.; Gudovskikh D.; Rybka R.,International Conference on Multidisciplinary Research,2018.0,"In this work data-driven approaches to identify the gender of author of Russian text are investigated with the purpose to clarify, to what extent the machine learning models trained on texts of a certain genre could give accurate results on texts of other genre. The set of data corpora includes: one collected by a crowdsourcing platform, essays of Russian students (RusPersonality), Gender Imitation corpus, and the corpora used at Forum for Information Retrieval Evaluation 2017 (FIRE), containing texts from Facebook, Twitter and Reviews. We present the analysis of numerical experiments based on different features(morphological data, vector of character n-gram frequencies, LIWC and others) of input texts along with various machine learning models (neural networks, gradient boosting methods, CNN, LSTM, SVM, Logistic Regression, Random Forest). Results of these experiments are compared with the results of FIRE competition to evaluate effects of multi-genre training. The presented results, obtained on a wide set of data-driven models, establish the accuracy level for the task to identify gender of an author of a Russian text in the multi-genre case. As shown, an average loss in F1 because of training on a set of genre other than the one used to test is about 11.7%. © International Conference on Multidisciplinary Research.All right reserved.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113839710&partnerID=40&md5=f3bb370c1ed30334cfa2c96735a77689
Scopus,No,Re: Comments on “The Potential of ChatGPT to Transform Healthcare and Address Ethical Challenges in Artificial Intelligence-Driven Medicine”: Author Response,Ray P.P.; Majumder P.,Journal of Clinical Neurology (Korea),2024.0,[No abstract available],https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182469310&doi=10.3988%2fjcn.2023.0338&partnerID=40&md5=01ee2a6436842b208279ba8f2364a06c
Scopus,No,"Author Correction: Development and validation of an instrument to measure undergraduate students’ attitudes toward the ethics of artificial intelligence (AT-EAI) and analysis of its difference by gender and experience of AI education (Education and Information Technologies, (2022), 27, 8, (11635-11667), 10.1007/s10639-022-11086-5)",Jang Y.; Choi S.; Kim H.,Education and Information Technologies,2022.0,"Corrections are needed to the original publication. In the 2nd paragraph of page 9, the Korean sentences should have been translated to English. The original article has been corrected. © The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature 2022.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132283702&doi=10.1007%2fs10639-022-11164-8&partnerID=40&md5=b6f14247ac1e847a7d9d67a8f92685dd
Scopus,Yes,The Ethics of Classifying the World: From Library Catalogues to AI,Thornley C.; Bustillo M.; Supprian C.S.,"Proceedings of the European Conference on Knowledge Management, ECKM",2022.0,"This paper reports on an initial exploration of knowledge classification ethics: What are the important ethical issues in how we classify knowledge and what kind of cognitive, cultural and social impacts may they have? An important part of Knowledge Management is the classification and organisation of knowledge to make it findable and reveal connections in related subjects. Discussion on the ethical aspects of this issue have recently been brought to the fore in both Library and Information Studies (LIS), in terms of objections to Library classification terms, and also in AI which can classify data using data sets which themselves reflect existing injustices and bias. The ethical implications of both types of knowledge classification can be better understood when the classification ethics debate in LIS and AI are used to inform each other. Findings include that AI provides clarity on measuring adverse outcomes whilst LIS provides nuance on the potential cultural and psychological harm of inappropriate terminology and inaccurate positioning within ‘worlds of knowledge’. © 2022, Academic Conferences and Publishing International Limited. All rights reserved.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145439516&doi=10.34190%2feckm.23.2.514&partnerID=40&md5=8915459878ac69ac6eb09b5cbf2afc3b
Scopus,Yes,Depictions of Diversity in Books Recommended for Storytime: A Cautionary Tale,Ingram E.; Cahill M.,Libri,2022.0,"Elements of equity, diversity, and inclusion (EDI) in diverse books support children's intellectual, social, and emotional development. Public library storytime programs serve as venues to showcase books with characters of varied backgrounds, identities, and experiences who may or may not reflect those of the communities the libraries serve. Because storytime providers often rely on online resources to plan their programs, it is important to investigate the presence and quality of EDI elements in books recommended for storytimes by these resources. The present study analyzed the text, illustrations, and WorldCat metadata for a random sample of 481 children's books recommended by six popular online resources for storytime planning. Results revealed an overall lack of EDI in the recommended books with few characters representing parallel cultures, living with a disability or chronic illness, practicing a religion other than Christianity, or communicating in a language other than English. The paper includes implications for storytime providers and library administrators in the areas of program planning, professional development, and program assessment. © 2022 Walter de Gruyter GmbH, Berlin/Boston.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133845740&doi=10.1515%2flibri-2021-0126&partnerID=40&md5=0b088f80d128d7d6b290df90a4f489e3
Scopus,No,Gendered Artificial Intelligence in Libraries: Opportunities to Deconstruct Sexism and Gender Binarism,Brown L.M.,Journal of Library Administration,2022.0,"Historically, the majority of digital assistants, including chatbots, have been assigned names, voices, visual representations, and even “personalities” that are stereotypically feminine and reflect patriarchal ideology. This cross-sectional descriptive study of chatbots associated with large academic libraries in the United States found that there are few extant library chatbots, and in a major departure from trends, there are even fewer that are gendered. This is promising, in that it signals—whether intentionally or not—that the practices of creators and adopters are countering entrenched tendencies to typecast digital assistants as women, which may signal more feminist and gender-inclusive technology design to come. © 2021 The Author(s). Published with license by Taylor & Francis Group, LLC.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120702212&doi=10.1080%2f01930826.2021.2006979&partnerID=40&md5=34afcee8cf27acb57b99f84c5899da83
Scopus,Yes,Eliminating bias: enhancing children’s book recommendation using a hybrid model of graph convolutional networks and neural matrix factorization,Shen L.; Jiang L.,PeerJ Computer Science,2024.0,"Managing user bias in large-scale user review data is a significant challenge in optimizing children’s book recommendation systems. To tackle this issue, this study introduces a novel hybrid model that combines graph convolutional networks (GCN) based on bipartite graphs and neural matrix factorization (NMF). This model aims to enhance the precision and efficiency of children’s book recommendations by accurately capturing user biases. In this model, the complex interactions between users and books are modeled as a bipartite graph, with the users’ book ratings serving as the weights of the edges. Through GCN and NMF, we can delve into the structure of the graph and the behavioral patterns of users, more accurately identify and address user biases, and predict their future behaviors. Compared to traditional recommendation systems, our hybrid model excels in handling large-scale user review data. Experimental results confirm that our model has significantly improved in terms of recommendation accuracy and scalability, positively contributing to the advancement of children’s book recommendation systems. © 2024 Shen and Jian",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85190275288&doi=10.7717%2fpeerj-cs.1858&partnerID=40&md5=5d0f6d16bef32eae8f732485e1e4b578
Scopus,No,Fairness-aware Configuration of Machine Learning Libraries,Tizpaz-Niari S.; Kumar A.; Tan G.; Trivedi A.,Proceedings - International Conference on Software Engineering,2022.0,"This paper investigates the parameter space of machine learning (ML) algorithms in aggravating or mitigating fairness bugs. Data-driven software is increasingly applied in social-critical applications where ensuring fairness is of paramount importance. The existing approaches focus on addressing fairness bugs by either modifying the input dataset or modifying the learning algorithms. On the other hand, the selection of hyperparameters, which provide finer controls of ML algorithms, may enable a less intrusive approach to influence the fairness. Can hyperparameters amplify or suppress discrimination present in the input dataset? How can we help programmers in detecting, understanding, and exploiting the role of hyperparameters to improve the fairness? We design three search-based software testing algorithms to un-cover the precision-fairness frontier of the hyperparameter space. We complement these algorithms with statistical debugging to explain the role of these parameters in improving fairness. We implement the proposed approaches in the tool Parfait-ML (PARameter FAIrness Testing for ML Libraries) and show its effectiveness and utility over five mature ML algorithms as used in six social-critical applications. In these applications, our approach successfully iden-tified hyperparameters that significantly improve (vis-a-vis the state-of-the-art techniques) the fairness without sacrificing precision. Surprisingly, for some algorithms (e.g., random forest), our approach showed that certain configuration of hyperparameters (e.g., restricting the search space of attributes) can amplify biases across applications. Upon further investigation, we found intuitive explanations of these phenomena, and the results corroborate simi-lar observations from the literature. © 2022 ACM.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131378824&doi=10.1145%2f3510003.3510202&partnerID=40&md5=d581225a80d3c8bd9ceeb99e8b568dbd
Scopus,No,Deep learning neural nets versus traditional machine learning in gender identification of authors of rusprofiling texts,Sboev A.; Moloshnikov I.; Gudovskikh D.; Selivanov A.; Rybka R.; Litvinova T.,Procedia Computer Science,2018.0,"In this paper we compare accuracies of solving the task of gender identification of RusPro-filing texts without gender deception on base of two types of data-driven modeling approaches: On the one hand, well-known conventional machine learning algorithms, such as Support Vec-tor machine, Gradient Boosting; and, on the other hand, the set of Deep Learning neuronets, such as neuronet topologies with convolution, fully-connected, and Long Short-Term Memory layers, etc. The dependence of effectiveness of these models on the feature selection and on their representation is investigated. The obtained F1-score of 88% establishes the state of the art in the gender identification task with the RusProfiling corpus. © 2018 The Authors.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045647592&doi=10.1016%2fj.procs.2018.01.065&partnerID=40&md5=044c64bedd5d079559d7a39402278936
Scopus,No,"Author Correction: Do no harm: a roadmap for responsible machine learning for health care (Nature Medicine, (2019), 25, 9, (1337-1340), 10.1038/s41591-019-0548-6)",Wiens J.; Saria S.; Sendak M.; Ghassemi M.; Liu V.X.; Doshi-Velez F.; Jung K.; Heller K.; Kale D.; Saeed M.; Ossorio P.N.; Thadaney-Israni S.; Goldenberg A.,Nature Medicine,2019.0,"In the version of this article initially published, an affiliation was missing for author Anna Goldenberg: Child and Brain Development Program, CIFAR, Toronto, Ontario, Canada. The error has been corrected in the HTML and PDF versions of the article. © 2019, Springer Nature America, Inc.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073082435&doi=10.1038%2fs41591-019-0609-x&partnerID=40&md5=bde3a7496c8d435a50322f3b1306d528
Scopus,Yes,Ethical considerations and privacy concerns in AI-enabled libraries,Kavak A.,Applications of Artificial Intelligence in Libraries,2024.0,"The primary aim of this chapter is to discuss the ethical dilemmas and privacy concerns that the adoption of artificial intelligence technologies in libraries may bring.In particular, it addresses how artificial intelligence can be used in library services and the associated risks, such as bias, discrimination, lack of transparency, and violations of data privacy. Also explores how artificial intelligence systems can impact human-machine interaction and the potential for replacing library staff. © 2024 by IGI Global. All rights reserved.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85194748305&doi=10.4018%2f979-8-3693-1573-6.ch003&partnerID=40&md5=3e757f73a4d50c08f60493f4ca47b0bf
Scopus,Yes,Representation of Libraries in Artificial Intelligence Regulations and Implications for Ethics and Practice,Bradley F.,Journal of the Australian Library and Information Association,2022.0,"We are already living in an algorithmic society. AI policies and regulations are now emerging at the same time as more is learned about the implications of bias in machine learning sets, the surveillance risks of smart cities and facial recognition, and automated decision-making by government, among many other applications of AI and machine learning. Each of these issues raises concerns around ethics, privacy, and data protection. This paper introduces some of the key AI regulatory developments to date and engagement by libraries in these processes. While many AI applications are largely emergent and hypothetical in libraries, some mature examples can be identified in research literature searching, language tools for textual analysis, and access to collection data. The paper presents a summary of how library activities such as these are represented in national AI plans and ways that libraries have engaged with other aspects of AI regulation including the development of ethical frameworks. Based on the sector's expertise in related regulatory issues including copyright and data protection, the paper suggests further opportunities to contribute to the future of ethical, trustworthy, and transparent AI. © 2022 Fiona Bradley.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135832248&doi=10.1080%2f24750158.2022.2101911&partnerID=40&md5=1ff33093412d54d1b2d582fce4f4fe00
Scopus,No,A Pattern-Based Academic Reviewer Recommendation Combining Author-Paper and Diversity Metrics,Ishag M.I.M.; Park K.H.; Lee J.Y.; Ryu K.H.,IEEE Access,2019.0,"With the rapid increase of publishable research articles and manuscripts, the pressure to find reviewers often overwhelms the journal editors. This paper incorporates the major entity level metrics found in the heterogeneous publication networks into a pattern mining process in order to recommend academic reviewers and potential research collaborators. In essence, the paper integrates authors' h-index and papers' citation count and proposes a quantification to account for the author diversity into one formula duped impact to measure the real influence of a scientific paper. Thereafter, this paper formulates two kinds of target patterns and mines them harnessing the high-utility itemset mining (HUIM) framework. The first pattern, researcher-general topic patterns (RGP), is a pattern that includes only researchers; whereas, the researcher-specific topic patterns (RSP) is comprised of combinations of researchers and keywords that summarize their niche of expertise. The HUI algorithms of Two Phase, IHUP, UP-Growth, FHM, FHN, HUINIV-Mine, D2HUP, and EFIM were compared on two real-world citation datasets related to Deep Learning and HUIM, in addition to the open source mushroom dataset. The EFIM algorithm showed good performance in terms of run time and memory usage. Consequently, it was then used to mine the patterns within the proposed framework. The discovered patterns of RGP and RSP showed high coverage, proving the efficiency of the proposed framework. © 2019 IEEE.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061698863&doi=10.1109%2fACCESS.2019.2894680&partnerID=40&md5=7fa7b75038dc7022b47bb62edd75346a
Scopus,No,Machine Learning Models of Text Categorization by Author Gender Using Topic-independent Features,Sboev A.; Litvinova T.; Gudovskikh D.; Rybka R.; Moloshnikov I.,Procedia Computer Science,2016.0,"In the present article, we address the problem of automatic text classification according to the author's gender. We used a preexisting corpus of Russian-language texts RusPersonality labeled with information on their authors (gender, age, psychological testing and so on). We performed the comparative study of machine learning techniques for gender attribution in Russian-language texts after deliberately removing gender bias in topics and genre. The obtained models of classifying Russian texts by their authors' gender demonstrate accuracy close to the state-of-the-art and even higher (up to 0.86 +/-0.03 in Accuracy, 86% in F1-score). © 2016 The Authors. Published by Elsevier B.V.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85008262516&doi=10.1016%2fj.procs.2016.11.017&partnerID=40&md5=d3a9c446a06ab83f4d4beb563a05ee01
Scopus,No,Information technology for textual content author's gender and age determination based on machine learning,Vysotska V.; Chyrun L.; Chyrun S.; Soltys M.,CEUR Workshop Proceedings,2024.0,"In the process of implementing this project, namely the project on determining the author's age and gender based on his text, a model was developed that determines these biological data of the author based on his text. Before starting work, similar studies on a similar topic are reviewed to find out what has already been researched and tested, and what is still worth investigating. Also, from these studies, it was possible to find many clues about which implementation methods and tools are better to choose, and which work better for this task. The project work is carefully planned using process diagrams and data flows. The best methods and tools for the implementation of this project were studied, and simple classification and regression models of Random Forest became such tools. Such models were chosen, because they cope with the task quite well, and are much less resource-intensive than the same large language models, in addition, they are very easy to use and configure. Two datasets were selected, a dataset with blogs and a dataset with books. The dataset with blogs was used the most because it contains both the age and gender of the blog author. The prediction accuracy of the ""book"" model is 0.8, and with blogs - 0.6. Before use, the data was analysed and cleaned, later transformed into embeddings and sent for model training. The results of the model are studied and analysed in detail. Many useful features are extracted that are responsible for classifying the age or gender of the author in the texts. In addition, many interesting regularities were observed in the process of analysing the results. Additionally, a test case is implemented that allows the user to easily interact with my model. © 2024 Copyright for this paper by its authors.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85198914736&partnerID=40&md5=2dafaf779a1e321a1e6299357f429998
Scopus,No,Author's respone to commentry: Risky behaviours of young female Sex workers and policy recommendations for the prevention of sexually transmitted infections in Taiwan,Syu J.-F.; Lew-Ting C.-Y.; Yen M.-Y.; Peing W.-C.,Taiwan Journal of Public Health,2012.0,[No abstract available],https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860762523&partnerID=40&md5=0810aca67a6092a9362456d91aef7ed6
Scopus,Yes,Ethical considerations of AI implementation in the library era,Rajkumar N.; Viji C.; Mohanraj A.; Senthilkumar K.R.; Jagajeevan R.; Kovilpillai J.A.,"Improving Library Systems with AI: Applications, Approaches, and Bibliometric Insights",2024.0,"As the mixture of artificial intelligence (AI) continues to permeate several sectors, ethical considerations have ended up a focus in ensuring responsible and sustainable AI deployment. This virtual library explores the multifaceted moral dimensions related to AI implementation. The gathering of scholarly articles and studies papers delves into key moral problems, spanning troubles which includes bias and fairness, transparency, responsibility, privacy, and societal impact. The number one section of the virtual library addresses the undertaking of algorithmic bias and fairness, reading how biases in AI systems can perpetuate societal inequalities. Various methods to mitigating bias and selling fairness in AI algorithms are explored, providing insights into the improvement of more equitable AI programs. Transparency and duty are the focal factors of the second one segment, emphasizing the need for clean conversation of AI decision-making techniques and mechanisms for holding AI systems answerable for their movements © 2024, IGI Global. All rights reserved.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195741950&doi=10.4018%2f9798369355930.ch007&partnerID=40&md5=3b3e21bbce042efa379f560b026ca563
Scopus,No,I Recommend You to Read: XV. Some Recent Books on Science and Religion,Habgood J.S.,The Expository Times,1968.0,[No abstract available],https://www.scopus.com/inward/record.uri?eid=2-s2.0-84976922408&doi=10.1177%2f001452466807901203&partnerID=40&md5=982f79a67099ea42b1bc0502b499f1d4
Scopus,No,Ethnicity-based name partitioning for author name disambiguation using supervised machine learning,Kim J.; Kim J.; Owen-Smith J.,Journal of the Association for Information Science and Technology,2021.0,"In several author name disambiguation studies, some ethnic name groups such as East Asian names are reported to be more difficult to disambiguate than others. This implies that disambiguation approaches might be improved if ethnic name groups are distinguished before disambiguation. We explore the potential of ethnic name partitioning by comparing performance of four machine learning algorithms trained and tested on the entire data or specifically on individual name groups. Results show that ethnicity-based name partitioning can substantially improve disambiguation performance because the individual models are better suited for their respective name group. The improvements occur across all ethnic name groups with different magnitudes. Performance gains in predicting matched name pairs outweigh losses in predicting nonmatched pairs. Feature (e.g., coauthor name) similarities of name pairs vary across ethnic name groups. Such differences may enable the development of ethnicity-specific feature weights to improve prediction for specific ethic name categories. These findings are observed for three labeled data with a natural distribution of problem sizes as well as one in which all ethnic name groups are controlled for the same sizes of ambiguous names. This study is expected to motive scholars to group author names based on ethnicity prior to disambiguation. © 2021 The Authors. Journal of the Association for Information Science and Technology published by Wiley Periodicals LLC on behalf of Association for Information Science and Technology.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101234924&doi=10.1002%2fasi.24459&partnerID=40&md5=5b3e288004b26bf4c56dcb4efdba6cdb
Scopus,No,Check List for Class Bias and Some Recommended Books,,English in Education,1982.0,[No abstract available],https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890930197&doi=10.1111%2fj.1754-8845.1982.tb00451.x&partnerID=40&md5=77f7085cb8d0426e6e699a00f161556e
Scopus,No,Comparative Analysis of Machine Learning Algorithms for Author Age and Gender Identification,Zainab Z.; Al-Obeidat F.; Moreira F.; Gul H.; Amin A.,Lecture Notes in Networks and Systems,2023.0,"Author profiling is part of information retrieval in which different perspectives of the author are observed by considering various characteristics like native language, gender, and age. Different techniques are used to extract the required information using text analysis, like author identification on social media and for Short Text Message Service. Author profiling helps in security and blogs for identification purposes while capturing authors’ writing behaviors through messages, posts, comments, blogs, comments, and chat logs. Most of the work in this area has been done in English and other native languages. On the other hand, Roman Urdu is also getting attention for the author profiling task, but it needs to convert Roman-Urdu to English to extract important features like Named Entity Recognition (NER) and other linguistic features. The conversion may lose important information while having limitations in converting one language to another language. This research explores machine learning techniques that can be used for all languages to overcome the conversion limitation. The Vector Space Model (VSM) and Query Likelihood (Q.L.) are used to identify the author’s age and gender. Experimental results revealed that Q.L. produces better results in terms of accuracy. © 2023, The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85161242726&doi=10.1007%2f978-981-19-9331-2_11&partnerID=40&md5=7f8dd91ae28f235daa9143e2f7169f0f
Scopus,Yes,Study of the Literature of Artificial Intelligence Ethics in Library and Information from 2015—2019; [近缘年图情杂杂悦陨期刊人工智能 伦理研究文献分析与启示],Huang K.; Xu X.; Li A.; Xu F.,Journal of Modern Information,2021.0,"[Purpose/Significance] This paper aims to explore the research status of artificial intelligence ethics in lihrary and information science, and promote the healthy development of information management technology in the synchronous development of ethical research. [Method/Process] 39 academic papers discussing the ethics of artificial intelligence were collected under the discipline category of library and information in the core collection of Web of Science in the past five years. The content analysis method was used to analyze from the perspectives of problem levels, application fields and solutions. [ Result/Conclusion] The findings indicated that the papers published in library and information science journals studied similar issues as the whole field of artificial ethics. The research perspective covered both humanism and technicism. The research content covered data, algorithm and artificial intelligence system at different levels, involving medical and health, political and military fields. In addition, the research discussed the solutions from the social and technical perspectives. The future research can further focus on the information life cycle, strengthen the diversity of the level and field ol ethical issues, and promote the research ol artificial intelligence ethical norms and guidelines. © 2021 Editorial Board of Journal of Modern Information. All rights reserved.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115776481&doi=10.3969%2fj.issn.1008-0821.2021.06.015&partnerID=40&md5=efe785df6879d460152ec7c7320b357a
Scopus,No,"Authors' reply to: Minimizing selection and classification biases comment on ""clinical characteristics and prognostic factors for intensive care unit admission of patients with COVID-19: Retrospective study using machine learning and natural language processing""",Izquierdo J.L.; Soriano J.B.,Journal of Medical Internet Research,2021.0,[No abstract available],https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106917555&doi=10.2196%2f29405&partnerID=40&md5=c25f3b21ee8460fce18a8928a6bbd24f
Scopus,No,How artificial intelligence chatbots becomes author’s true friend in medical writing without risking ethical violations,Hamid A.R.A.H.,Medical Journal of Indonesia,2024.0,[No abstract available],https://www.scopus.com/inward/record.uri?eid=2-s2.0-85194358145&doi=10.13181%2fmji.ed.247530&partnerID=40&md5=b8fe50302c26a9d0f4e7cfac8c4c4f12
